Cancer,Articles,Country
Pancreatic cancer,1,Ukraine
Penile cancer,0,Ukraine
Prostate cancer,0,Ukraine
Rectal cancer,3,Ukraine
Salivary gland cancer,0,Ukraine
Skin cancer,1,Ukraine
Stomach cancer,0,Ukraine
Testicular cancer,0,Ukraine
Throat cancer,0,Ukraine
Thyroid cancer,2,Ukraine
Undetermined cancer,0,Ukraine
Uterine cancer,0,Ukraine
Vaginal cancer,0,Ukraine
Vulvar cancer,0,Ukraine
Anal cancer,0,Niger
Bladder cancer,0,Niger
Brain cancer,0,Niger
Breast cancer,0,Niger
Cervical cancer,0,Niger
Colon cancer,0,Niger
Colorectal cancer,0,Niger
Esophageal cancer,0,Niger
Gallbladder cancer,0,Niger
Hodgkin lymphoma,0,Niger
Kaposi sarcoma,0,Niger
Kidney cancer,0,Niger
Laryngeal cancer,0,Niger
Leukemia,0,Niger
Liver cancer,0,Niger
Lung cancer,0,Niger
Mesothelioma,0,Niger
Mouth cancer,0,Niger
Multiple myeloma,0,Niger
Non-Hodgkin lymphoma,0,Niger
Other cancer,0,Niger
Ovarian cancer,0,Niger
Pancreatic cancer,0,Niger
Penile cancer,0,Niger
Prostate cancer,0,Niger
Rectal cancer,0,Niger
Salivary gland cancer,0,Niger
Skin cancer,0,Niger
Stomach cancer,0,Niger
Testicular cancer,0,Niger
Throat cancer,0,Niger
Thyroid cancer,0,Niger
Undetermined cancer,0,Niger
Uterine cancer,0,Niger
Vaginal cancer,0,Niger
Vulvar cancer,0,Niger
Anal cancer,0,Guyana
Bladder cancer,0,Guyana
Brain cancer,0,Guyana
Breast cancer,0,Guyana
Cervical cancer,0,Guyana
Colon cancer,0,Guyana
Colorectal cancer,0,Guyana
Esophageal cancer,0,Guyana
Gallbladder cancer,0,Guyana
Hodgkin lymphoma,0,Guyana
Kaposi sarcoma,0,Guyana
Kidney cancer,0,Guyana
Laryngeal cancer,0,Guyana
Leukemia,0,Guyana
Liver cancer,0,Guyana
Lung cancer,0,Guyana
Mesothelioma,0,Guyana
Mouth cancer,0,Guyana
Multiple myeloma,0,Guyana
Non-Hodgkin lymphoma,0,Guyana
Other cancer,0,Guyana
Ovarian cancer,0,Guyana
Pancreatic cancer,0,Guyana
Penile cancer,0,Guyana
Prostate cancer,0,Guyana
Rectal cancer,0,Guyana
Salivary gland cancer,0,Guyana
Skin cancer,0,Guyana
Stomach cancer,0,Guyana
Testicular cancer,0,Guyana
Throat cancer,0,Guyana
Thyroid cancer,0,Guyana
Undetermined cancer,0,Guyana
Uterine cancer,0,Guyana
Vaginal cancer,0,Guyana
Vulvar cancer,0,Guyana
Anal cancer,0,Madagascar
Bladder cancer,0,Madagascar
Brain cancer,0,Madagascar
Breast cancer,0,Madagascar
Cervical cancer,0,Madagascar
Colon cancer,0,Madagascar
Colorectal cancer,0,Madagascar
Esophageal cancer,0,Madagascar
Gallbladder cancer,0,Madagascar
Hodgkin lymphoma,0,Madagascar
Kaposi sarcoma,0,Madagascar
Kidney cancer,0,Madagascar
Laryngeal cancer,0,Madagascar
Leukemia,0,Madagascar
Liver cancer,0,Madagascar
Lung cancer,0,Madagascar
Mesothelioma,0,Madagascar
Mouth cancer,0,Madagascar
Multiple myeloma,0,Madagascar
Non-Hodgkin lymphoma,0,Madagascar
Other cancer,0,Madagascar
Ovarian cancer,0,Madagascar
Pancreatic cancer,0,Madagascar
Penile cancer,0,Madagascar
Prostate cancer,0,Madagascar
Rectal cancer,0,Madagascar
Salivary gland cancer,0,Madagascar
Skin cancer,0,Madagascar
Stomach cancer,0,Madagascar
Testicular cancer,0,Madagascar
Throat cancer,0,Madagascar
Thyroid cancer,1,Madagascar
Undetermined cancer,0,Madagascar
Uterine cancer,0,Madagascar
Vaginal cancer,0,Madagascar
Vulvar cancer,0,Madagascar
Anal cancer,0,Türkiye
Bladder cancer,32,Türkiye
Brain cancer,18,Türkiye
Breast cancer,196,Türkiye
Cervical cancer,16,Türkiye
Colon cancer,13,Türkiye
Colorectal cancer,40,Türkiye
Esophageal cancer,0,Türkiye
Gallbladder cancer,0,Türkiye
Hodgkin lymphoma,13,Türkiye
Kaposi sarcoma,1,Türkiye
Kidney cancer,6,Türkiye
Laryngeal cancer,4,Türkiye
Leukemia,97,Türkiye
Liver cancer,11,Türkiye
Lung cancer,11,Türkiye
Mesothelioma,13,Türkiye
Mouth cancer,0,Türkiye
Multiple myeloma,24,Türkiye
Non-Hodgkin lymphoma,12,Türkiye
Other cancer,0,Türkiye
Ovarian cancer,21,Türkiye
Pancreatic cancer,14,Türkiye
Penile cancer,0,Türkiye
Prostate cancer,52,Türkiye
Rectal cancer,18,Türkiye
Salivary gland cancer,0,Türkiye
Skin cancer,23,Türkiye
Stomach cancer,9,Türkiye
Testicular cancer,2,Türkiye
Throat cancer,0,Türkiye
Thyroid cancer,22,Türkiye
Undetermined cancer,0,Türkiye
Uterine cancer,16,Türkiye
Vaginal cancer,0,Türkiye
Vulvar cancer,0,Türkiye
Anal cancer,0,French Guiana
Bladder cancer,0,French Guiana
Brain cancer,0,French Guiana
Breast cancer,0,French Guiana
Cervical cancer,0,French Guiana
Colon cancer,0,French Guiana
Colorectal cancer,0,French Guiana
Esophageal cancer,0,French Guiana
Gallbladder cancer,0,French Guiana
Hodgkin lymphoma,0,French Guiana
Kaposi sarcoma,0,French Guiana
Kidney cancer,0,French Guiana
Laryngeal cancer,0,French Guiana
Leukemia,0,French Guiana
Liver cancer,0,French Guiana
Lung cancer,0,French Guiana
Mesothelioma,0,French Guiana
Mouth cancer,0,French Guiana
Multiple myeloma,0,French Guiana
Non-Hodgkin lymphoma,0,French Guiana
Other cancer,0,French Guiana
Ovarian cancer,0,French Guiana
Pancreatic cancer,0,French Guiana
Penile cancer,0,French Guiana
Prostate cancer,0,French Guiana
Rectal cancer,0,French Guiana
Salivary gland cancer,0,French Guiana
Skin cancer,0,French Guiana
Stomach cancer,0,French Guiana
Testicular cancer,0,French Guiana
Throat cancer,0,French Guiana
Thyroid cancer,0,French Guiana
Undetermined cancer,0,French Guiana
Uterine cancer,0,French Guiana
Vaginal cancer,0,French Guiana
Vulvar cancer,0,French Guiana
Anal cancer,0,Tunisia
Bladder cancer,0,Tunisia
Brain cancer,0,Tunisia
Breast cancer,7,Tunisia
Cervical cancer,0,Tunisia
Colon cancer,1,Tunisia
Colorectal cancer,0,Tunisia
Esophageal cancer,0,Tunisia
Gallbladder cancer,0,Tunisia
Hodgkin lymphoma,0,Tunisia
Kaposi sarcoma,0,Tunisia
Kidney cancer,0,Tunisia
Laryngeal cancer,0,Tunisia
Leukemia,6,Tunisia
Liver cancer,0,Tunisia
Lung cancer,0,Tunisia
Mesothelioma,0,Tunisia
Mouth cancer,0,Tunisia
Multiple myeloma,2,Tunisia
Non-Hodgkin lymphoma,0,Tunisia
Other cancer,0,Tunisia
Ovarian cancer,0,Tunisia
Pancreatic cancer,0,Tunisia
Penile cancer,0,Tunisia
Prostate cancer,1,Tunisia
Rectal cancer,0,Tunisia
Salivary gland cancer,0,Tunisia
Skin cancer,0,Tunisia
Stomach cancer,0,Tunisia
Testicular cancer,0,Tunisia
Throat cancer,0,Tunisia
Thyroid cancer,0,Tunisia
Undetermined cancer,0,Tunisia
Uterine cancer,0,Tunisia
Vaginal cancer,0,Tunisia
Vulvar cancer,0,Tunisia
Anal cancer,0,Samoa
Bladder cancer,0,Samoa
Brain cancer,0,Samoa
Breast cancer,0,Samoa
Cervical cancer,0,Samoa
Colon cancer,0,Samoa
Colorectal cancer,0,Samoa
Esophageal cancer,0,Samoa
Gallbladder cancer,0,Samoa
Hodgkin lymphoma,0,Samoa
Kaposi sarcoma,0,Samoa
Kidney cancer,0,Samoa
Laryngeal cancer,0,Samoa
Leukemia,0,Samoa
Liver cancer,0,Samoa
Lung cancer,0,Samoa
Mesothelioma,0,Samoa
Mouth cancer,0,Samoa
Multiple myeloma,0,Samoa
Non-Hodgkin lymphoma,0,Samoa
Other cancer,0,Samoa
Ovarian cancer,0,Samoa
Pancreatic cancer,0,Samoa
Penile cancer,0,Samoa
Prostate cancer,0,Samoa
Rectal cancer,0,Samoa
Salivary gland cancer,0,Samoa
Skin cancer,0,Samoa
Stomach cancer,0,Samoa
Testicular cancer,0,Samoa
Throat cancer,0,Samoa
Thyroid cancer,0,Samoa
Undetermined cancer,0,Samoa
Uterine cancer,0,Samoa
Vaginal cancer,0,Samoa
Vulvar cancer,0,Samoa
Anal cancer,0,Moldova
Bladder cancer,0,Moldova
Brain cancer,0,Moldova
Breast cancer,0,Moldova
Cervical cancer,0,Moldova
Colon cancer,0,Moldova
Colorectal cancer,0,Moldova
Esophageal cancer,0,Moldova
Gallbladder cancer,0,Moldova
Hodgkin lymphoma,0,Moldova
Kaposi sarcoma,0,Moldova
Kidney cancer,0,Moldova
Laryngeal cancer,0,Moldova
Leukemia,0,Moldova
Liver cancer,0,Moldova
Lung cancer,0,Moldova
Mesothelioma,0,Moldova
Mouth cancer,0,Moldova
Multiple myeloma,0,Moldova
Non-Hodgkin lymphoma,0,Moldova
Other cancer,0,Moldova
Ovarian cancer,1,Moldova
Pancreatic cancer,0,Moldova
Penile cancer,0,Moldova
Prostate cancer,0,Moldova
Rectal cancer,0,Moldova
Salivary gland cancer,0,Moldova
Skin cancer,0,Moldova
Stomach cancer,0,Moldova
Testicular cancer,0,Moldova
Throat cancer,0,Moldova
Thyroid cancer,0,Moldova
Undetermined cancer,0,Moldova
Uterine cancer,0,Moldova
Vaginal cancer,0,Moldova
Vulvar cancer,0,Moldova
Anal cancer,0,Nepal
Bladder cancer,0,Nepal
Brain cancer,0,Nepal
Breast cancer,1,Nepal
Cervical cancer,2,Nepal
Colon cancer,0,Nepal
Colorectal cancer,0,Nepal
Esophageal cancer,0,Nepal
Gallbladder cancer,0,Nepal
Hodgkin lymphoma,0,Nepal
Kaposi sarcoma,0,Nepal
Kidney cancer,0,Nepal
Laryngeal cancer,0,Nepal
Leukemia,0,Nepal
Liver cancer,0,Nepal
Lung cancer,0,Nepal
Mesothelioma,0,Nepal
Mouth cancer,0,Nepal
Multiple myeloma,0,Nepal
Non-Hodgkin lymphoma,0,Nepal
Other cancer,0,Nepal
Ovarian cancer,0,Nepal
Pancreatic cancer,0,Nepal
Penile cancer,0,Nepal
Prostate cancer,0,Nepal
Rectal cancer,0,Nepal
Salivary gland cancer,0,Nepal
Skin cancer,1,Nepal
Stomach cancer,0,Nepal
Testicular cancer,0,Nepal
Throat cancer,0,Nepal
Thyroid cancer,0,Nepal
Undetermined cancer,0,Nepal
Uterine cancer,0,Nepal
Vaginal cancer,0,Nepal
Vulvar cancer,0,Nepal
Anal cancer,0,Poland
Bladder cancer,6,Poland
Brain cancer,9,Poland
Breast cancer,56,Poland
Cervical cancer,15,Poland
Colon cancer,5,Poland
Colorectal cancer,27,Poland
Esophageal cancer,2,Poland
Gallbladder cancer,0,Poland
Hodgkin lymphoma,5,Poland
Kaposi sarcoma,0,Poland
Kidney cancer,12,Poland
Laryngeal cancer,3,Poland
Leukemia,99,Poland
Liver cancer,3,Poland
Lung cancer,3,Poland
Mesothelioma,1,Poland
Mouth cancer,0,Poland
Multiple myeloma,27,Poland
Non-Hodgkin lymphoma,10,Poland
Other cancer,0,Poland
Ovarian cancer,14,Poland
Pancreatic cancer,4,Poland
Penile cancer,1,Poland
Prostate cancer,14,Poland
Rectal cancer,32,Poland
Salivary gland cancer,0,Poland
Skin cancer,17,Poland
Stomach cancer,4,Poland
Testicular cancer,0,Poland
Throat cancer,0,Poland
Thyroid cancer,9,Poland
Undetermined cancer,0,Poland
Uterine cancer,5,Poland
Vaginal cancer,1,Poland
Vulvar cancer,3,Poland
Anal cancer,0,Malawi
Bladder cancer,0,Malawi
Brain cancer,0,Malawi
Breast cancer,0,Malawi
Cervical cancer,0,Malawi
Colon cancer,0,Malawi
Colorectal cancer,0,Malawi
Esophageal cancer,0,Malawi
Gallbladder cancer,0,Malawi
Hodgkin lymphoma,0,Malawi
Kaposi sarcoma,0,Malawi
Kidney cancer,0,Malawi
Laryngeal cancer,0,Malawi
Leukemia,0,Malawi
Liver cancer,0,Malawi
Lung cancer,0,Malawi
Mesothelioma,0,Malawi
Mouth cancer,0,Malawi
Multiple myeloma,0,Malawi
Non-Hodgkin lymphoma,0,Malawi
Other cancer,0,Malawi
Ovarian cancer,0,Malawi
Pancreatic cancer,0,Malawi
Penile cancer,0,Malawi
Prostate cancer,0,Malawi
Rectal cancer,0,Malawi
Salivary gland cancer,0,Malawi
Skin cancer,0,Malawi
Stomach cancer,0,Malawi
Testicular cancer,0,Malawi
Throat cancer,0,Malawi
Thyroid cancer,0,Malawi
Undetermined cancer,0,Malawi
Uterine cancer,0,Malawi
Vaginal cancer,0,Malawi
Vulvar cancer,0,Malawi
Anal cancer,0,Guinea-Bissau
Bladder cancer,0,Guinea-Bissau
Brain cancer,0,Guinea-Bissau
Breast cancer,0,Guinea-Bissau
Cervical cancer,0,Guinea-Bissau
Colon cancer,0,Guinea-Bissau
Colorectal cancer,0,Guinea-Bissau
Esophageal cancer,0,Guinea-Bissau
Gallbladder cancer,0,Guinea-Bissau
Hodgkin lymphoma,0,Guinea-Bissau
Kaposi sarcoma,0,Guinea-Bissau
Kidney cancer,0,Guinea-Bissau
Laryngeal cancer,0,Guinea-Bissau
Leukemia,0,Guinea-Bissau
Liver cancer,0,Guinea-Bissau
Lung cancer,0,Guinea-Bissau
Mesothelioma,0,Guinea-Bissau
Mouth cancer,0,Guinea-Bissau
Multiple myeloma,0,Guinea-Bissau
Non-Hodgkin lymphoma,0,Guinea-Bissau
Other cancer,0,Guinea-Bissau
Ovarian cancer,0,Guinea-Bissau
Pancreatic cancer,0,Guinea-Bissau
Penile cancer,0,Guinea-Bissau
Prostate cancer,0,Guinea-Bissau
Rectal cancer,0,Guinea-Bissau
Salivary gland cancer,0,Guinea-Bissau
Skin cancer,0,Guinea-Bissau
Stomach cancer,0,Guinea-Bissau
Testicular cancer,0,Guinea-Bissau
Throat cancer,0,Guinea-Bissau
Thyroid cancer,0,Guinea-Bissau
Undetermined cancer,0,Guinea-Bissau
Uterine cancer,0,Guinea-Bissau
Vaginal cancer,0,Guinea-Bissau
Vulvar cancer,0,Guinea-Bissau
Anal cancer,0,Malaysia
Bladder cancer,0,Malaysia
Brain cancer,0,Malaysia
Breast cancer,30,Malaysia
Cervical cancer,12,Malaysia
Colon cancer,0,Malaysia
Colorectal cancer,10,Malaysia
Esophageal cancer,0,Malaysia
Gallbladder cancer,0,Malaysia
Hodgkin lymphoma,0,Malaysia
Kaposi sarcoma,0,Malaysia
Kidney cancer,1,Malaysia
Laryngeal cancer,0,Malaysia
Leukemia,10,Malaysia
Liver cancer,1,Malaysia
Lung cancer,1,Malaysia
Mesothelioma,0,Malaysia
Mouth cancer,0,Malaysia
Multiple myeloma,2,Malaysia
Non-Hodgkin lymphoma,1,Malaysia
Other cancer,0,Malaysia
Ovarian cancer,0,Malaysia
Pancreatic cancer,0,Malaysia
Penile cancer,0,Malaysia
Prostate cancer,4,Malaysia
Rectal cancer,1,Malaysia
Salivary gland cancer,0,Malaysia
Skin cancer,0,Malaysia
Stomach cancer,0,Malaysia
Testicular cancer,0,Malaysia
Throat cancer,0,Malaysia
Thyroid cancer,1,Malaysia
Undetermined cancer,0,Malaysia
Uterine cancer,0,Malaysia
Vaginal cancer,0,Malaysia
Vulvar cancer,0,Malaysia
Anal cancer,0,Qatar
Bladder cancer,0,Qatar
Brain cancer,0,Qatar
Breast cancer,0,Qatar
Cervical cancer,0,Qatar
Colon cancer,0,Qatar
Colorectal cancer,1,Qatar
Esophageal cancer,0,Qatar
Gallbladder cancer,0,Qatar
Hodgkin lymphoma,0,Qatar
Kaposi sarcoma,0,Qatar
Kidney cancer,0,Qatar
Laryngeal cancer,0,Qatar
Leukemia,2,Qatar
Liver cancer,0,Qatar
Lung cancer,0,Qatar
Mesothelioma,0,Qatar
Mouth cancer,0,Qatar
Multiple myeloma,0,Qatar
Non-Hodgkin lymphoma,0,Qatar
Other cancer,0,Qatar
Ovarian cancer,0,Qatar
Pancreatic cancer,0,Qatar
Penile cancer,0,Qatar
Prostate cancer,0,Qatar
Rectal cancer,0,Qatar
Salivary gland cancer,0,Qatar
Skin cancer,0,Qatar
Stomach cancer,0,Qatar
Testicular cancer,0,Qatar
Throat cancer,0,Qatar
Thyroid cancer,0,Qatar
Undetermined cancer,0,Qatar
Uterine cancer,0,Qatar
Vaginal cancer,0,Qatar
Vulvar cancer,0,Qatar
Anal cancer,0,Kyrgyz Republic
Bladder cancer,0,Kyrgyz Republic
Brain cancer,0,Kyrgyz Republic
Breast cancer,1,Kyrgyz Republic
Cervical cancer,0,Kyrgyz Republic
Colon cancer,0,Kyrgyz Republic
Colorectal cancer,0,Kyrgyz Republic
Esophageal cancer,0,Kyrgyz Republic
Gallbladder cancer,0,Kyrgyz Republic
Hodgkin lymphoma,0,Kyrgyz Republic
Kaposi sarcoma,0,Kyrgyz Republic
Kidney cancer,0,Kyrgyz Republic
Laryngeal cancer,0,Kyrgyz Republic
Leukemia,0,Kyrgyz Republic
Liver cancer,0,Kyrgyz Republic
Lung cancer,0,Kyrgyz Republic
Mesothelioma,0,Kyrgyz Republic
Mouth cancer,0,Kyrgyz Republic
Multiple myeloma,0,Kyrgyz Republic
Non-Hodgkin lymphoma,0,Kyrgyz Republic
Other cancer,0,Kyrgyz Republic
Ovarian cancer,0,Kyrgyz Republic
Pancreatic cancer,0,Kyrgyz Republic
Penile cancer,0,Kyrgyz Republic
Prostate cancer,0,Kyrgyz Republic
Rectal cancer,0,Kyrgyz Republic
Salivary gland cancer,0,Kyrgyz Republic
Skin cancer,0,Kyrgyz Republic
Stomach cancer,0,Kyrgyz Republic
Testicular cancer,0,Kyrgyz Republic
Throat cancer,0,Kyrgyz Republic
Thyroid cancer,0,Kyrgyz Republic
Undetermined cancer,0,Kyrgyz Republic
Uterine cancer,0,Kyrgyz Republic
Vaginal cancer,0,Kyrgyz Republic
Vulvar cancer,0,Kyrgyz Republic
Anal cancer,0,Papua New Guinea
Bladder cancer,0,Papua New Guinea
Brain cancer,0,Papua New Guinea
Breast cancer,0,Papua New Guinea
Cervical cancer,0,Papua New Guinea
Colon cancer,0,Papua New Guinea
Colorectal cancer,0,Papua New Guinea
Esophageal cancer,0,Papua New Guinea
Gallbladder cancer,0,Papua New Guinea
Hodgkin lymphoma,0,Papua New Guinea
Kaposi sarcoma,0,Papua New Guinea
Kidney cancer,0,Papua New Guinea
Laryngeal cancer,0,Papua New Guinea
Leukemia,0,Papua New Guinea
Liver cancer,0,Papua New Guinea
Lung cancer,0,Papua New Guinea
Mesothelioma,0,Papua New Guinea
Mouth cancer,0,Papua New Guinea
Multiple myeloma,0,Papua New Guinea
Non-Hodgkin lymphoma,0,Papua New Guinea
Other cancer,0,Papua New Guinea
Ovarian cancer,0,Papua New Guinea
Pancreatic cancer,0,Papua New Guinea
Penile cancer,0,Papua New Guinea
Prostate cancer,0,Papua New Guinea
Rectal cancer,0,Papua New Guinea
Salivary gland cancer,0,Papua New Guinea
Skin cancer,0,Papua New Guinea
Stomach cancer,0,Papua New Guinea
Testicular cancer,0,Papua New Guinea
Throat cancer,0,Papua New Guinea
Thyroid cancer,0,Papua New Guinea
Undetermined cancer,0,Papua New Guinea
Uterine cancer,0,Papua New Guinea
Vaginal cancer,0,Papua New Guinea
Vulvar cancer,0,Papua New Guinea
Anal cancer,0,Tajikistan
Bladder cancer,0,Tajikistan
Brain cancer,0,Tajikistan
Breast cancer,0,Tajikistan
Cervical cancer,0,Tajikistan
Colon cancer,0,Tajikistan
Colorectal cancer,0,Tajikistan
Esophageal cancer,0,Tajikistan
Gallbladder cancer,0,Tajikistan
Hodgkin lymphoma,0,Tajikistan
Kaposi sarcoma,0,Tajikistan
Kidney cancer,0,Tajikistan
Laryngeal cancer,0,Tajikistan
Leukemia,0,Tajikistan
Liver cancer,0,Tajikistan
Lung cancer,0,Tajikistan
Mesothelioma,0,Tajikistan
Mouth cancer,0,Tajikistan
Multiple myeloma,0,Tajikistan
Non-Hodgkin lymphoma,0,Tajikistan
Other cancer,0,Tajikistan
Ovarian cancer,0,Tajikistan
Pancreatic cancer,0,Tajikistan
Penile cancer,0,Tajikistan
Prostate cancer,0,Tajikistan
Rectal cancer,0,Tajikistan
Salivary gland cancer,0,Tajikistan
Skin cancer,0,Tajikistan
Stomach cancer,0,Tajikistan
Testicular cancer,0,Tajikistan
Throat cancer,0,Tajikistan
Thyroid cancer,0,Tajikistan
Undetermined cancer,0,Tajikistan
Uterine cancer,0,Tajikistan
Vaginal cancer,0,Tajikistan
Vulvar cancer,0,Tajikistan
Anal cancer,0,Belarus
Bladder cancer,3,Belarus
Brain cancer,1,Belarus
Breast cancer,12,Belarus
Cervical cancer,1,Belarus
Colon cancer,0,Belarus
Colorectal cancer,0,Belarus
Esophageal cancer,0,Belarus
Gallbladder cancer,0,Belarus
Hodgkin lymphoma,0,Belarus
Kaposi sarcoma,0,Belarus
Kidney cancer,0,Belarus
Laryngeal cancer,0,Belarus
Leukemia,1,Belarus
Liver cancer,0,Belarus
Lung cancer,0,Belarus
Mesothelioma,0,Belarus
Mouth cancer,0,Belarus
Multiple myeloma,0,Belarus
Non-Hodgkin lymphoma,0,Belarus
Other cancer,0,Belarus
Ovarian cancer,0,Belarus
Pancreatic cancer,0,Belarus
Penile cancer,0,Belarus
Prostate cancer,1,Belarus
Rectal cancer,0,Belarus
Salivary gland cancer,0,Belarus
Skin cancer,1,Belarus
Stomach cancer,0,Belarus
Testicular cancer,0,Belarus
Throat cancer,0,Belarus
Thyroid cancer,0,Belarus
Undetermined cancer,0,Belarus
Uterine cancer,0,Belarus
Vaginal cancer,0,Belarus
Vulvar cancer,0,Belarus
Anal cancer,0,Zimbabwe
Bladder cancer,0,Zimbabwe
Brain cancer,0,Zimbabwe
Breast cancer,0,Zimbabwe
Cervical cancer,1,Zimbabwe
Colon cancer,0,Zimbabwe
Colorectal cancer,0,Zimbabwe
Esophageal cancer,0,Zimbabwe
Gallbladder cancer,0,Zimbabwe
Hodgkin lymphoma,0,Zimbabwe
Kaposi sarcoma,1,Zimbabwe
Kidney cancer,0,Zimbabwe
Laryngeal cancer,0,Zimbabwe
Leukemia,0,Zimbabwe
Liver cancer,1,Zimbabwe
Lung cancer,1,Zimbabwe
Mesothelioma,0,Zimbabwe
Mouth cancer,0,Zimbabwe
Multiple myeloma,0,Zimbabwe
Non-Hodgkin lymphoma,0,Zimbabwe
Other cancer,0,Zimbabwe
Ovarian cancer,0,Zimbabwe
Pancreatic cancer,0,Zimbabwe
Penile cancer,0,Zimbabwe
Prostate cancer,0,Zimbabwe
Rectal cancer,0,Zimbabwe
Salivary gland cancer,0,Zimbabwe
Skin cancer,0,Zimbabwe
Stomach cancer,0,Zimbabwe
Testicular cancer,0,Zimbabwe
Throat cancer,0,Zimbabwe
Thyroid cancer,0,Zimbabwe
Undetermined cancer,0,Zimbabwe
Uterine cancer,0,Zimbabwe
Vaginal cancer,0,Zimbabwe
Vulvar cancer,0,Zimbabwe
Anal cancer,0,Iceland
Bladder cancer,0,Iceland
Brain cancer,0,Iceland
Breast cancer,2,Iceland
Cervical cancer,3,Iceland
Colon cancer,0,Iceland
Colorectal cancer,0,Iceland
Esophageal cancer,0,Iceland
Gallbladder cancer,0,Iceland
Hodgkin lymphoma,0,Iceland
Kaposi sarcoma,0,Iceland
Kidney cancer,0,Iceland
Laryngeal cancer,0,Iceland
Leukemia,0,Iceland
Liver cancer,0,Iceland
Lung cancer,0,Iceland
Mesothelioma,0,Iceland
Mouth cancer,0,Iceland
Multiple myeloma,1,Iceland
Non-Hodgkin lymphoma,0,Iceland
Other cancer,0,Iceland
Ovarian cancer,0,Iceland
Pancreatic cancer,0,Iceland
Penile cancer,0,Iceland
Prostate cancer,0,Iceland
Rectal cancer,0,Iceland
Salivary gland cancer,0,Iceland
Skin cancer,0,Iceland
Stomach cancer,0,Iceland
Testicular cancer,0,Iceland
Throat cancer,0,Iceland
Thyroid cancer,0,Iceland
Undetermined cancer,0,Iceland
Uterine cancer,0,Iceland
Vaginal cancer,0,Iceland
Vulvar cancer,0,Iceland
Anal cancer,0,Chile
Bladder cancer,0,Chile
Brain cancer,1,Chile
Breast cancer,9,Chile
Cervical cancer,0,Chile
Colon cancer,1,Chile
Colorectal cancer,1,Chile
Esophageal cancer,0,Chile
Gallbladder cancer,3,Chile
Hodgkin lymphoma,0,Chile
Kaposi sarcoma,0,Chile
Kidney cancer,1,Chile
Laryngeal cancer,0,Chile
Leukemia,6,Chile
Liver cancer,0,Chile
Lung cancer,0,Chile
Mesothelioma,0,Chile
Mouth cancer,0,Chile
Multiple myeloma,0,Chile
Non-Hodgkin lymphoma,0,Chile
Other cancer,0,Chile
Ovarian cancer,1,Chile
Pancreatic cancer,1,Chile
Penile cancer,0,Chile
Prostate cancer,4,Chile
Rectal cancer,2,Chile
Salivary gland cancer,0,Chile
Skin cancer,6,Chile
Stomach cancer,0,Chile
Testicular cancer,0,Chile
Throat cancer,0,Chile
Thyroid cancer,0,Chile
Undetermined cancer,0,Chile
Uterine cancer,0,Chile
Vaginal cancer,0,Chile
Vulvar cancer,0,Chile
Anal cancer,0,Belize
Bladder cancer,0,Belize
Brain cancer,0,Belize
Breast cancer,0,Belize
Cervical cancer,0,Belize
Colon cancer,0,Belize
Colorectal cancer,0,Belize
Esophageal cancer,0,Belize
Gallbladder cancer,0,Belize
Hodgkin lymphoma,0,Belize
Kaposi sarcoma,0,Belize
Kidney cancer,0,Belize
Laryngeal cancer,0,Belize
Leukemia,0,Belize
Liver cancer,0,Belize
Lung cancer,0,Belize
Mesothelioma,0,Belize
Mouth cancer,0,Belize
Multiple myeloma,0,Belize
Non-Hodgkin lymphoma,0,Belize
Other cancer,0,Belize
Ovarian cancer,0,Belize
Pancreatic cancer,0,Belize
Penile cancer,0,Belize
Prostate cancer,0,Belize
Rectal cancer,0,Belize
Salivary gland cancer,0,Belize
Skin cancer,0,Belize
Stomach cancer,0,Belize
Testicular cancer,0,Belize
Throat cancer,0,Belize
Thyroid cancer,0,Belize
Undetermined cancer,0,Belize
Uterine cancer,0,Belize
Vaginal cancer,0,Belize
Vulvar cancer,0,Belize
Anal cancer,0,Iraq
Bladder cancer,0,Iraq
Brain cancer,0,Iraq
Breast cancer,2,Iraq
Cervical cancer,0,Iraq
Colon cancer,0,Iraq
Colorectal cancer,0,Iraq
Esophageal cancer,0,Iraq
Gallbladder cancer,0,Iraq
Hodgkin lymphoma,0,Iraq
Kaposi sarcoma,0,Iraq
Kidney cancer,0,Iraq
Laryngeal cancer,0,Iraq
Leukemia,3,Iraq
Liver cancer,0,Iraq
Lung cancer,0,Iraq
Mesothelioma,0,Iraq
Mouth cancer,0,Iraq
Multiple myeloma,0,Iraq
Non-Hodgkin lymphoma,0,Iraq
Other cancer,0,Iraq
Ovarian cancer,0,Iraq
Pancreatic cancer,0,Iraq
Penile cancer,0,Iraq
Prostate cancer,0,Iraq
Rectal cancer,0,Iraq
Salivary gland cancer,0,Iraq
Skin cancer,0,Iraq
Stomach cancer,0,Iraq
Testicular cancer,0,Iraq
Throat cancer,0,Iraq
Thyroid cancer,0,Iraq
Undetermined cancer,0,Iraq
Uterine cancer,0,Iraq
Vaginal cancer,0,Iraq
Vulvar cancer,0,Iraq
Anal cancer,4,Germany
Bladder cancer,97,Germany
Brain cancer,256,Germany
Breast cancer,858,Germany
Cervical cancer,75,Germany
Colon cancer,67,Germany
Colorectal cancer,393,Germany
Esophageal cancer,54,Germany
Gallbladder cancer,3,Germany
Hodgkin lymphoma,136,Germany
Kaposi sarcoma,2,Germany
Kidney cancer,160,Germany
Laryngeal cancer,9,Germany
